I0418 19:28:28.565635       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.8 34344 10.10.0.3 5201 6] conn.IsDying=false
I0418 19:28:28.565713       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.19 0 1.1.1.1 0 1] conn.IsDying=false
I0418 19:28:28.565780       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.33 59086 192.168.77.100 6443 6] conn.IsDying=false
I0418 19:28:28.565920       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.13 0 8.8.8.8 0 1] conn.IsDying=false
I0418 19:28:28.566100       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.3 56978 192.168.77.100 6443 6] conn.IsDying=false
I0418 19:28:28.566293       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.12 45686 10.10.0.4 5201 6] conn.IsDying=false
I0418 19:28:28.566416       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.15 0 8.8.4.4 0 1] conn.IsDying=false
I0418 19:28:28.566482       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.11 43288 10.10.0.2 5201 6] conn.IsDying=false
I0418 19:28:28.566547       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.5 57224 192.168.77.100 6443 6] conn.IsDying=false
I0418 19:28:28.566641       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.2 48252 192.168.77.100 6443 6] conn.IsDying=false
I0418 19:28:28.566706       1 conntrack_connections.go:214] "Logging... addOrUpdateConn" conn=[10.10.1.16 0 8.8.8.8 0 1] conn.IsDying=false
I0418 19:28:29.560764       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.20 DestinationAddress:8.8.4.4 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560797       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.9 DestinationAddress:10.10.1.10 Protocol:6 SourcePort:38954 DestinationPort:5201}
I0418 19:28:29.560806       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.19 DestinationAddress:1.1.1.1 Protocol:1 SourcePort:0 DestinationPort:0}
I0418 19:28:29.560814       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.11 DestinationAddress:10.10.0.2 Protocol:6 SourcePort:43288 DestinationPort:5201}
I0418 19:28:29.560822       1 conntrack_connections.go:115] "Logging... mark conn IsPresent = false" conn={SourceAddress:10.10.1.9 DestinationAddress:10.10.1.10 Protocol:6 SourcePort:38956 DestinationPort:5201}
